No;Date;Time;Timer;Mass;Unit;No2;Scale No;Status;Note
1;2024-01-29;2024-01-29 4:44:49 PM;0;43.3506;g;1;1;0; 
2;2024-01-29;2024-01-29 4:44:49 PM;0;43.3505;g;2;1;0; 
3;2024-01-29;2024-01-29 4:44:50 PM;1;43.3504;g;3;1;0; 
4;2024-01-29;2024-01-29 4:44:50 PM;1;43.3502;g;4;1;0; 
5;2024-01-29;2024-01-29 4:44:51 PM;2;43.35;g;5;1;0; 
6;2024-01-29;2024-01-29 4:44:51 PM;2;43.3499;g;6;1;0; 
7;2024-01-29;2024-01-29 4:44:52 PM;3;43.3498;g;7;1;0; 
8;2024-01-29;2024-01-29 4:44:52 PM;3;43.3498;g;8;1;0; 
9;2024-01-29;2024-01-29 4:44:53 PM;4;43.3497;g;9;1;0; 
10;2024-01-29;2024-01-29 4:44:53 PM;4;43.3496;g;10;1;0; 
11;2024-01-29;2024-01-29 4:44:54 PM;5;43.3495;g;11;1;0; 
12;2024-01-29;2024-01-29 4:44:54 PM;5;43.3493;g;12;1;0; 
13;2024-01-29;2024-01-29 4:44:55 PM;6;43.3492;g;13;1;0; 
14;2024-01-29;2024-01-29 4:44:55 PM;6;43.349;g;14;1;0; 
15;2024-01-29;2024-01-29 4:44:56 PM;7;43.3488;g;15;1;0; 
16;2024-01-29;2024-01-29 4:44:56 PM;7;43.3487;g;16;1;0; 
17;2024-01-29;2024-01-29 4:44:57 PM;8;43.3485;g;17;1;0; 
18;2024-01-29;2024-01-29 4:44:57 PM;8;43.3483;g;18;1;0; 
19;2024-01-29;2024-01-29 4:44:58 PM;9;43.3481;g;19;1;0; 
20;2024-01-29;2024-01-29 4:44:58 PM;9;43.3581;g;20;1;0; 
21;2024-01-29;2024-01-29 4:44:59 PM;10;43.4264;g;21;1;0; 
22;2024-01-29;2024-01-29 4:44:59 PM;10;43.6345;g;22;1;0; 
23;2024-01-29;2024-01-29 4:45:00 PM;11;43.8836;g;23;1;0; 
24;2024-01-29;2024-01-29 4:45:00 PM;11;44.1611;g;24;1;0; 
25;2024-01-29;2024-01-29 4:45:01 PM;12;44.431;g;25;1;0; 
26;2024-01-29;2024-01-29 4:45:01 PM;12;44.6787;g;26;1;0; 
27;2024-01-29;2024-01-29 4:45:02 PM;13;44.9258;g;27;1;0; 
28;2024-01-29;2024-01-29 4:45:02 PM;13;45.2108;g;28;1;0; 
29;2024-01-29;2024-01-29 4:45:03 PM;14;45.541;g;29;1;0; 
30;2024-01-29;2024-01-29 4:45:03 PM;14;46.02;g;30;1;0; 
31;2024-01-29;2024-01-29 4:45:04 PM;15;46.3785;g;31;1;0; 
32;2024-01-29;2024-01-29 4:45:04 PM;15;46.7316;g;32;1;0; 
33;2024-01-29;2024-01-29 4:45:05 PM;16;47.0873;g;33;1;0; 
34;2024-01-29;2024-01-29 4:45:05 PM;16;47.4575;g;34;1;0; 
35;2024-01-29;2024-01-29 4:45:06 PM;17;47.8363;g;35;1;0; 
36;2024-01-29;2024-01-29 4:45:06 PM;17;48.346;g;36;1;0; 
37;2024-01-29;2024-01-29 4:45:07 PM;18;48.7249;g;37;1;0; 
38;2024-01-29;2024-01-29 4:45:07 PM;18;49.1024;g;38;1;0; 
39;2024-01-29;2024-01-29 4:45:08 PM;19;49.4805;g;39;1;0; 
40;2024-01-29;2024-01-29 4:45:08 PM;19;49.8589;g;40;1;0; 
41;2024-01-29;2024-01-29 4:45:09 PM;20;50.2386;g;41;1;0; 
42;2024-01-29;2024-01-29 4:45:09 PM;20;50.6218;g;42;1;0; 
43;2024-01-29;2024-01-29 4:45:10 PM;21;51.0069;g;43;1;0; 
44;2024-01-29;2024-01-29 4:45:10 PM;21;51.3937;g;44;1;0; 
45;2024-01-29;2024-01-29 4:45:11 PM;22;51.9084;g;45;1;0; 
46;2024-01-29;2024-01-29 4:45:11 PM;22;52.2902;g;46;1;0; 
47;2024-01-29;2024-01-29 4:45:12 PM;23;52.6701;g;47;1;0; 
48;2024-01-29;2024-01-29 4:45:12 PM;23;53.0487;g;48;1;0; 
49;2024-01-29;2024-01-29 4:45:13 PM;24;53.4262;g;49;1;0; 
50;2024-01-29;2024-01-29 4:45:13 PM;24;53.8039;g;50;1;0; 
